Utili PIP PIPO PCP PCPO IPCP IPCPO SRP SRPO
0.1 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
0.2 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
0.3 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
0.4 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
0.5 0.999 0.998 1.0 1.0 1.0 1.0 1.0 1.0 
0.6 0.996 0.996 1.0 1.0 1.0 1.0 1.0 1.0 
0.7 0.976 0.976 0.993 0.992 0.993 0.992 1.0 1.0 
0.8 0.706 0.7 0.728 0.72 0.728 0.72 1.0 1.0 
0.9 0.186 0.178 0.192 0.186 0.192 0.186 0.999 0.999 
1.0 0.002 0.001 0.002 0.001 0.002 0.001 0.989 0.969 
