Utili PIP PIPO PCP PCPO IPCP IPCPO SRP SRPO
0.1 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
0.2 0.999 0.998 1.0 1.0 1.0 1.0 1.0 1.0 
0.3 0.756 0.747 1.0 1.0 1.0 1.0 1.0 1.0 
0.4 0.301 0.294 1.0 1.0 1.0 1.0 1.0 1.0 
0.5 0.065 0.061 1.0 1.0 1.0 1.0 1.0 1.0 
0.6 0.007 0.006 0.999 0.981 0.999 0.981 1.0 1.0 
0.7 0.001 0.001 0.943 0.615 0.943 0.615 1.0 1.0 
0.8 0.0 0.0 0.035 0.0 0.035 0.0 1.0 1.0 
0.9 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.979 
1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.942 0.188 
