Utili PIP PIPO PCP PCPO IPCP IPCPO SRP SRPO
0.1 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
0.2 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
0.3 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
0.4 1.0 0.999 1.0 1.0 1.0 1.0 1.0 1.0 
0.5 0.982 0.967 1.0 1.0 1.0 1.0 1.0 1.0 
0.6 0.951 0.925 1.0 0.995 1.0 0.995 1.0 1.0 
0.7 0.905 0.614 1.0 0.658 1.0 0.658 1.0 1.0 
0.8 0.039 0.0 0.046 0.0 0.046 0.0 1.0 1.0 
0.9 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.924 
1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.223 
