Utili PIP PIPO PCP PCPO IPCP IPCPO SRP SRPO
0.1 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
0.2 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
0.3 0.997 0.996 1.0 1.0 1.0 1.0 1.0 1.0 
0.4 0.934 0.933 1.0 1.0 1.0 1.0 1.0 1.0 
0.5 0.738 0.734 1.0 1.0 1.0 1.0 1.0 1.0 
0.6 0.488 0.483 0.999 0.997 0.999 0.997 1.0 1.0 
0.7 0.248 0.238 0.989 0.982 0.989 0.982 1.0 1.0 
0.8 0.01 0.004 0.048 0.01 0.048 0.01 1.0 1.0 
0.9 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 
1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.983 0.755 
